,ctr,num_clicks,cpc,budget_spent,num_impressions_won,b_coef,a_coef,bias
0,0.0019120458891013384,232.0,26.93926293103448,6249909.0,121336.0,170.0,621.4285714285714,0.0
1,0.001833755978292294,222.0,28.15307207207207,6249982.0,121063.0,160.0,628.5714285714286,0.0
2,0.0018326206475259622,222.0,28.15313063063063,6249995.0,121138.0,270.0,600.0,0.0
3,0.0018221065850275368,222.0,28.153013513513514,6249969.0,121837.0,120.0,628.5714285714286,0.0
4,0.0018524261753685993,221.0,28.280497737556562,6249990.0,119303.0,160.0,642.8571428571429,0.0
5,0.0018353804884935763,221.0,28.280375565610857,6249963.0,120411.0,190.0,621.4285714285714,0.0
6,0.0018272164300655648,221.0,28.280529411764707,6249997.0,120949.0,110.0,635.7142857142857,0.0
7,0.0018130775529301673,217.0,28.80183410138249,6249998.0,119686.0,370.0,600.0,0.0
8,0.0018566909641039746,216.0,28.93499537037037,6249959.0,116336.0,490.0,635.7142857142857,0.0
9,0.0018185798238671764,216.0,28.93489814814815,6249938.0,118774.0,230.0,642.8571428571429,0.0
10,0.0018038632738448176,216.0,28.264199074074075,6105067.0,119743.0,160.0,600.0,0.0
11,0.0018055543891767512,215.0,28.365599999999997,6098604.0,119077.0,180.0,600.0,0.0
12,0.0018028443013349434,215.0,28.136706976744186,6049392.0,119256.0,140.0,600.0,0.0
13,0.0017865303917902696,215.0,28.625799999999998,6154547.0,120345.0,210.0,600.0,0.0
14,0.001798500689145124,214.0,29.20558411214953,6249995.0,118988.0,120.0,671.4285714285714,0.0
15,0.0017847462574538176,214.0,29.205331775700934,6249941.0,119905.0,180.0,635.7142857142857,0.0
16,0.0017962556923595886,213.0,29.342450704225353,6249942.0,118580.0,140.0,671.4285714285714,0.0
17,0.0017860586799936273,213.0,29.34267605633803,6249990.0,119257.0,140.0,657.1428571428571,0.0
18,0.001760490623114498,213.0,29.342469483568074,6249946.0,120989.0,120.0,635.7142857142857,0.0
19,0.0017604178719605932,213.0,29.342704225352115,6249996.0,120994.0,160.0,628.5714285714286,0.0
20,0.0017837160189477757,212.0,28.284301886792452,5996272.0,118853.0,110.0,600.0,0.0
21,0.0017787771745970482,212.0,29.48095754716981,6249963.0,119183.0,120.0,664.2857142857143,0.0
22,0.0017489873198419312,212.0,29.27782075471698,6206898.0,121213.0,180.0,607.1428571428571,0.0
23,0.0017808161370637633,211.0,29.620791469194312,6249987.0,118485.0,340.0,628.5714285714286,0.0
24,0.0017391016297866701,210.0,29.761599999999998,6249936.0,120752.0,280.0,607.1428571428571,0.0
25,0.0017359101955792154,210.0,29.542771428571427,6203982.0,120974.0,190.0,607.1428571428571,0.0
26,0.0017312591200257215,210.0,29.54358095238095,6204152.0,121299.0,150.0,614.2857142857143,0.0
27,0.0018279297165397028,209.0,29.904234449760768,6249985.0,114337.0,500.0,678.5714285714286,0.0
28,0.0018027187413745514,209.0,29.904205741626793,6249979.0,115936.0,430.0,664.2857142857143,0.0
29,0.0017960109651195765,209.0,29.903770334928232,6249888.0,116369.0,160.0,692.8571428571429,0.0
30,0.001780465987988244,209.0,29.90413875598086,6249965.0,117385.0,470.0,621.4285714285714,0.0
31,0.0017648896732842991,209.0,29.903913875598086,6249918.0,118421.0,240.0,650.0,0.0
32,0.0017522091249014906,209.0,29.904162679425838,6249970.0,119278.0,200.0,642.8571428571429,0.0
33,0.0017431774204310403,209.0,29.904066985645933,6249950.0,119896.0,350.0,600.0,0.0
34,0.001729574061354364,209.0,29.601004784688993,6186610.0,120839.0,190.0,607.1428571428571,0.0
35,0.001726217024299189,209.0,29.804287081339712,6229096.0,121074.0,220.0,607.1428571428571,0.0
36,0.0017201362940527727,209.0,29.852703349282297,6239215.0,121502.0,220.0,607.1428571428571,0.0
37,0.0017880783315853722,208.0,30.04788942307692,6249961.0,116326.0,230.0,685.7142857142858,0.0
38,0.0017866192525403492,208.0,30.047947115384616,6249973.0,116421.0,330.0,664.2857142857143,0.0
39,0.0017826839678431238,208.0,30.04793269230769,6249970.0,116678.0,280.0,671.4285714285714,0.0
40,0.001762144394178146,208.0,30.047908653846154,6249965.0,118038.0,210.0,664.2857142857143,0.0
41,0.0017571723042611427,208.0,30.04789903846154,6249963.0,118372.0,360.0,628.5714285714286,0.0
42,0.0017528188360608767,208.0,30.04781730769231,6249946.0,118666.0,230.0,650.0,0.0
43,0.0017250959999336503,208.0,29.755307692307692,6189104.0,120573.0,230.0,600.0,0.0
44,0.0017212131242500723,208.0,29.579057692307693,6152444.0,120845.0,170.0,607.1428571428571,0.0
45,0.0017196904557179708,208.0,30.04804326923077,6249993.0,120952.0,270.0,600.0,0.0
46,0.0017623770805840534,207.0,30.192318840579713,6249810.0,117455.0,270.0,664.2857142857143,0.0
47,0.0017607580616350383,207.0,30.193130434782606,6249978.0,117563.0,300.0,657.1428571428571,0.0
48,0.0017360383102560447,207.0,30.1932270531401,6249998.0,119237.0,390.0,607.1428571428571,0.0
49,0.0017221870944124596,207.0,30.193159420289856,6249984.0,120196.0,210.0,628.5714285714286,0.0
50,0.001714129561696243,207.0,30.193101449275364,6249972.0,120761.0,260.0,607.1428571428571,0.0
51,0.0017585944903063882,206.0,30.339233009708735,6249882.0,117139.0,360.0,650.0,0.0
52,0.0017476584769919913,206.0,30.339563106796113,6249950.0,117872.0,460.0,614.2857142857143,0.0
53,0.001733306408185245,206.0,30.339669902912622,6249972.0,118848.0,380.0,614.2857142857143,0.0
54,0.0017250186318759997,206.0,29.354247572815535,6046975.0,119419.0,120.0,600.0,0.0
